"retail Order id","order id","order Date","ship Date","ship Mode id","customer id","postal Code","retail Sales People id","product id",returned,"ship status",sales,quantity,profit,cost,days
2496,CA-2014-136644,2014-06-16,2014-06-22,2,SC-20575,46544,3,FUR-CH-10000225,Not,Late,647.84,8,32.392,615.448,6
2544,US-2016-114174,2016-08-09,2016-09-14,2,AP-10720,2148,4,FUR-BO-10003450,Not,Late,173.94,3,13.9152,160.0248,36
2547,CA-2017-108070,2017-04-16,2017-04-20,2,JE-15745,95123,2,FUR-BO-10001337,Not,On-Time,102.833,1,-6.049,108.882,4
2559,CA-2015-147788,2015-05-31,2015-05-31,2,TM-21010,84057,2,FUR-BO-10004357,Not,On-Time,1406.86,7,140.686,1266.174,0
2604,CA-2016-165848,2016-04-06,2016-04-06,4,EN-13780,10035,4,FUR-BO-10000362,Not,On-Time,136.784,1,5.1294,131.6546,0
2614,CA-2016-137204,2016-04-28,2016-05-05,2,BO-11350,90045,2,FUR-CH-10002304,Not,Late,41.568,2,2.598,38.97,7
2633,US-2017-110604,2017-05-15,2017-05-20,2,JF-15295,98103,2,FUR-CH-10002017,Not,On-Time,42.624,2,4.2624,38.3616,5
2641,CA-2017-108441,2017-12-06,2017-12-06,2,SB-20170,10035,4,FUR-CH-10000595,Not,On-Time,858.24,4,143.04,715.2,0
2651,US-2016-146794,2016-09-26,2016-09-26,2,SH-19975,92345,2,FUR-BO-10004467,Not,On-Time,424.9575,5,19.998,404.9595,0
2655,CA-2017-112515,2017-09-17,2017-09-21,1,AS-10225,84604,2,FUR-BO-10003404,Not,Late,1292.94,3,77.5764,1215.3636,4
2738,CA-2015-115798,2015-11-13,2015-11-19,2,KL-16645,19711,4,FUR-BO-10004467,Not,Late,299.97,3,56.9943,242.9757,6
2750,US-2014-141257,2014-08-06,2014-08-06,2,CS-11950,98115,2,FUR-CH-10002758,Not,On-Time,585.552,3,73.194,512.358,0
2752,CA-2014-158029,2014-05-26,2014-05-30,2,HF-14995,90008,2,FUR-CH-10000988,Not,On-Time,225.296,2,22.5296,202.7664,4
2778,CA-2015-138534,2015-07-17,2015-07-19,1,JM-15535,93309,2,FUR-BO-10003159,Not,On-Time,195.466,2,-13.7976,209.2636,2
2797,CA-2014-154599,2014-12-04,2014-12-04,2,KN-16450,90278,2,FUR-BO-10001337,Not,On-Time,308.499,3,-18.147,326.646,0
2806,CA-2015-122623,2015-07-09,2015-11-09,2,CC-12145,79907,3,FUR-CH-10000553,Not,Late,47.516,2,-2.0364,49.5524,123
2809,CA-2015-148635,2015-07-25,2015-07-27,1,MH-18025,98115,2,FUR-BO-10002213,Not,On-Time,704.9,5,56.392,648.508,2
2810,CA-2015-148635,2015-07-25,2015-07-27,1,MH-18025,98115,2,FUR-CH-10001854,Not,On-Time,561.568,2,28.0784,533.4896,2
2826,US-2014-112914,2014-09-25,2014-09-30,2,MT-18070,77041,3,FUR-BO-10003272,Not,On-Time,300.5328,2,-97.2312,397.764,5
2857,CA-2016-128594,2016-08-26,2016-08-29,3,DJ-13510,92037,2,FUR-CH-10001215,Not,Late,1603.136,4,100.196,1502.94,3
2858,CA-2016-154690,2016-08-15,2016-08-17,1,CC-12370,28314,1,FUR-CH-10000988,Not,On-Time,225.296,2,22.5296,202.7664,2
2861,CA-2017-138975,2017-05-19,2017-05-23,2,SC-20380,30318,1,FUR-BO-10004695,Not,On-Time,1628.82,9,374.6286,1254.1914,4
2872,CA-2014-148040,2014-03-22,2014-03-26,2,BF-11275,85705,2,FUR-CH-10001482,Not,On-Time,314.352,3,-35.3646,349.7166,4
2877,US-2016-167339,2016-01-21,2016-01-23,1,TD-20995,92037,2,FUR-CH-10000785,Not,On-Time,1013.488,7,76.0116,937.4764,2
2891,CA-2014-142727,2014-04-29,2014-04-29,1,HG-14845,70601,1,FUR-CH-10002304,Not,On-Time,51.96,2,12.99,38.97,0
2933,CA-2015-168564,2015-08-08,2015-08-08,4,TT-21220,94109,2,FUR-CH-10000785,Yes,On-Time,144.784,1,10.8588,133.9252,0
2941,CA-2017-155880,2017-03-25,2017-03-31,2,JD-16150,53209,3,FUR-CH-10000422,Not,Late,90.99,1,14.5584,76.4316,6
2957,CA-2017-123638,2017-06-27,2017-06-27,2,MA-17995,13601,4,FUR-CH-10002647,Not,On-Time,191.646,3,31.941,159.705,0
2963,CA-2017-137428,2017-12-16,2017-12-21,1,AY-10555,92054,2,FUR-CH-10002774,Yes,Late,81.568,2,9.1764,72.3916,5
2977,CA-2017-139773,2017-04-12,2017-04-12,4,DV-13045,19143,4,FUR-CH-10001797,Not,On-Time,188.552,7,-2.6936,191.2456,0
2979,CA-2014-109232,2014-01-13,2014-01-16,1,ND-18370,29464,1,FUR-CH-10000422,Not,On-Time,545.94,6,87.3504,458.5896,3
2982,CA-2014-131310,2014-12-07,2014-12-07,2,CL-12565,98115,2,FUR-CH-10001797,Not,On-Time,123.136,4,13.8528,109.2832,0
3024,CA-2017-124674,2017-11-17,2017-11-23,2,JB-16000,78521,3,FUR-BO-10002202,Not,Late,327.7328,2,-14.4588,342.1916,6
3031,CA-2015-168480,2015-09-21,2015-09-27,2,DM-12955,48146,3,FUR-BO-10000468,Yes,Late,194.32,4,31.0912,163.2288,6
3044,CA-2017-149559,2017-11-09,2017-12-09,4,KF-16285,90805,2,FUR-CH-10002320,Not,Late,2054.272,8,256.784,1797.488,30
3075,CA-2015-126137,2015-03-10,2015-08-10,2,BS-11755,90032,2,FUR-BO-10004409,Not,Late,120.666,2,18.4548,102.2112,153
3099,CA-2017-135692,2017-04-27,2017-04-27,2,CV-12805,76106,3,FUR-BO-10002268,Yes,On-Time,220.2656,4,-42.1096,262.3752,0
3103,CA-2017-119578,2017-12-22,2017-12-27,1,JG-15310,2908,4,FUR-BO-10003660,Not,Late,220.98,1,50.8254,170.1546,5
3116,CA-2016-150350,2016-08-23,2016-08-30,2,MS-17770,98105,2,FUR-CH-10001973,Not,Late,532.704,6,-39.9528,572.6568,7
3130,CA-2014-136399,2014-12-16,2014-12-17,3,CC-12100,90049,2,FUR-CH-10002602,Not,On-Time,241.568,2,18.1176,223.4504,1
3145,US-2016-148110,2016-05-09,2016-11-09,2,AR-10825,78745,3,FUR-CH-10002647,Not,Late,347.802,7,-24.843,372.645,184
3173,US-2016-133879,2016-03-21,2016-03-28,2,KT-16465,60623,3,FUR-CH-10000665,Not,Late,528.43,5,0,528.43,7
3176,US-2017-132059,2017-09-23,2017-09-29,2,AP-10915,80525,2,FUR-BO-10001811,Not,Late,180.588,2,-240.784,421.372,6
3245,CA-2017-113355,2017-01-12,2017-05-12,2,SJ-20215,75051,3,FUR-CH-10002602,Not,Late,317.058,3,-18.1176,335.1756,120
3273,CA-2015-146038,2015-09-02,2015-09-02,2,SJ-20215,90049,2,FUR-CH-10002774,Not,On-Time,203.92,5,22.941,180.979,0
3313,US-2014-133130,2014-09-27,2014-09-27,2,TH-21100,92037,2,FUR-CH-10002602,Not,On-Time,603.92,5,45.294,558.626,0
3315,CA-2017-169978,2017-12-24,2017-12-28,2,HG-15025,11572,4,FUR-CH-10002602,Not,On-Time,271.764,2,48.3136,223.4504,4
3352,US-2014-134733,2014-09-23,2014-09-28,2,BM-11650,92037,2,FUR-BO-10002916,Not,On-Time,435.999,3,20.5176,415.4814,5
3366,CA-2014-115161,2014-01-31,2014-02-02,3,LC-17050,92691,2,FUR-BO-10003966,Not,On-Time,290.666,2,3.4196,287.2464,2
3369,CA-2015-115511,2015-11-21,2015-11-25,2,NW-18400,89115,2,FUR-BO-10002598,Not,On-Time,141.96,2,41.1684,100.7916,4
3375,CA-2015-161718,2015-04-12,2015-10-12,2,SO-20335,11550,4,FUR-CH-10002372,Not,Late,364.41,5,8.098,356.312,183
3420,CA-2015-150791,2015-06-09,2015-09-13,2,CC-12430,10024,4,FUR-CH-10000665,Not,Late,271.764,2,60.392,211.372,96
3427,CA-2015-153381,2015-09-24,2015-09-28,2,DE-13255,52001,3,FUR-CH-10000988,Not,On-Time,1408.1,10,394.268,1013.832,4
3467,US-2015-147242,2015-10-09,2015-10-09,2,EH-13765,2151,4,FUR-BO-10004695,Not,On-Time,361.96,2,83.2508,278.7092,0
3474,CA-2017-111815,2017-03-03,2017-10-03,2,EP-13915,48127,3,FUR-CH-10000785,Not,Late,180.98,1,47.0548,133.9252,214
3496,CA-2017-142034,2017-09-24,2017-09-28,2,KB-16240,56301,3,FUR-CH-10000665,Not,On-Time,603.92,4,181.176,422.744,4
3508,CA-2014-166863,2014-06-20,2014-06-24,2,SC-20020,75023,3,FUR-BO-10001608,Not,On-Time,193.0656,4,-19.8744,212.94,4
3543,CA-2016-157511,2016-09-18,2016-09-20,3,SV-20365,43229,4,FUR-CH-10002647,Not,On-Time,99.372,2,-7.098,106.47,2
3549,CA-2017-155292,2017-10-30,2017-10-30,3,RD-19810,40475,1,FUR-CH-10000553,Not,On-Time,33.94,1,9.1638,24.7762,0
3625,CA-2017-113530,2017-05-19,2017-05-21,1,BC-11125,94109,2,FUR-CH-10002647,Not,On-Time,681.408,12,42.588,638.82,2
3716,CA-2014-135608,2014-08-12,2014-10-12,1,JK-15625,98502,2,FUR-CH-10002602,Not,Late,603.92,5,45.294,558.626,61
3747,CA-2016-149979,2016-09-23,2016-09-28,1,RA-19915,31907,1,FUR-CH-10002084,Not,Late,368.97,3,81.1734,287.7966,5
3763,CA-2016-156251,2016-08-13,2016-08-18,1,TS-21160,53214,3,FUR-BO-10001337,Not,Late,241.96,2,24.196,217.764,5
3769,CA-2014-153913,2014-12-16,2014-12-20,1,KB-16585,33012,1,FUR-CH-10000988,Not,Late,1013.832,9,101.3832,912.4488,4
3821,CA-2017-141873,2017-09-10,2017-10-14,2,HG-14845,10024,4,FUR-BO-10003034,Not,Late,314.352,3,-15.7176,330.0696,34
3829,CA-2017-141733,2017-07-05,2017-11-05,2,RW-19540,48234,3,FUR-CH-10002017,Not,Late,26.64,1,7.4592,19.1808,123
3830,CA-2017-141733,2017-07-05,2017-11-05,2,RW-19540,48234,3,FUR-CH-10000595,Not,Late,476.8,2,119.2,357.6,123
3835,CA-2014-105984,2014-11-24,2014-11-24,4,MY-18295,43229,4,FUR-CH-10000847,Not,On-Time,611.058,3,-34.9176,645.9756,0
3846,CA-2014-101931,2014-10-28,2014-10-31,3,TS-21370,90049,2,FUR-BO-10001337,Not,Late,616.998,6,-36.294,653.292,3
3892,US-2016-163881,2016-11-24,2016-11-30,2,SP-20860,90036,2,FUR-CH-10001394,Not,Late,1684.752,6,210.594,1474.158,6
3911,CA-2015-167010,2015-05-04,2015-10-04,2,VT-21700,19143,4,FUR-BO-10004218,Not,Late,352.45,5,-211.47,563.92,153
