Product Id,Product Name,Sub-Category Id,Unit CP,Unit SP
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",1,49.686,60.333
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1,161.0722,153.833
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",1,143.6232,119.685999999999
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",1,93.5922,95.992
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1,112.783999999999,70.49
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,1,180.882,200.98
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,1,140.052599999999,160.98
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",1,51.1056,35.49
FUR-BO-10004467,Bestar Classic Bookcase,1,80.9919,84.9915
FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1,127.8564,96.236
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1,139.3546,90.49
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1,45.2244,28.99
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1,678.3546,440.489999999999
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,2,160.284,216.6
FUR-CH-10000155,Global Comet Stacking Armless Chair,2,215.316,239.24
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",2,76.931,64.784
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2,249.3016,216.784
FUR-CH-10000309,Global Comet Stacking Arm Chair,2,316.8825,422.51
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,2,76.4315999999999,90.99
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",2,170.786,243.98
FUR-CH-10000513,High-Back Leather Manager's Chair,2,118.2909,103.992
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",2,24.7762,27.152
FUR-CH-10000595,Safco Contoured Stacking Chairs,2,178.8,190.72
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",2,105.685999999999,150.98
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,2,152.0232,144.784
FUR-CH-10000785,Global Ergonomic Managers Chair,2,133.9252,162.882
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,2,215.3252,290.98
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,2,134.3722,150.98
FUR-CH-10000988,Hon Olson Stacker Stools,2,101.3832,140.81
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",2,45.6675,42.623
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,2,123.7509,108.792
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,2,375.735,400.784
FUR-CH-10001270,Harbour Creations Steel Folding Chair,2,60.375,86.25
FUR-CH-10001394,Global Leather Executive Chair,2,245.692999999999,245.692999999999
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,2,116.5722,130.98
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,2,95.7432,91.184
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,2,111.3742,126.882
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",2,138.8188,120.712
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",2,27.3208,26.936
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,2,95.5742,84.6859999999999
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2,266.7448,350.98
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,2,70.0654,76.784
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,2,95.4428,77.686
FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,2,19.1808,21.312
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,2,560.784,560.784
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",2,121.8114,104.784
FUR-CH-10002073,Hon Olson Stacker Chairs,2,187.993799999999,264.78
FUR-CH-10002084,Hon Mobius Operator's Chair,2,95.9322,110.691
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,2,175.665599999999,195.184
FUR-CH-10002304,"Global Stack Chair without Arms, Black",2,19.485,18.186
FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,2,181.286,207.184
FUR-CH-10002320,Hon Pagoda Stacking Chairs,2,224.685999999999,256.784
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2,281.2242,249.186
FUR-CH-10002335,Hon GuestStacker Chair,2,167.7358,181.336
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,2,71.2624,80.98
FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",2,43.0828,52.398
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,2,111.7252,135.882
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",2,53.235,70.98
FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",2,170.786,195.184
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",2,36.1958,35.686
FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,2,69.1448,81.882
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",2,109.4611,122.99
FUR-CH-10002961,"Leather Task Chair, Black",2,72.784,72.784
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",2,146.7154,160.784
FUR-CH-10003061,"Global Leather Task Chair, Black",2,72.8918999999999,89.99
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,2,84.3448,110.98
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",2,119.191799999999,104.783999999999
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,2,261.3114,196.686
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,2,213.735,227.984
FUR-CH-10003396,Global Deluxe Steno Chair,2,68.5121999999999,69.282
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",2,50.6134,54.882
FUR-CH-10003606,SAFCO Folding Chair Trolley,2,92.3327999999999,102.592
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,2,231.1056,320.98
FUR-CH-10003761,Global Italian Leather Office Chair,2,95.6154,130.98
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",2,79.1525999999999,90.98
FUR-CH-10003817,"Global Value Steno Chair, Gray",2,45.555,48.592
FUR-CH-10003833,Novimex Fabric Task Chair,2,51.833,42.686
FUR-CH-10003846,Hon Valutask Swivel Chairs,2,84.8232,80.784
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,2,66.0114,56.784
FUR-CH-10003968,Novimex Turbo Task Chair,2,62.4624,63.882
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,2,267.6672,297.408
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,2,182.4558,231.282
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2,203.045799999999,200.186
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2,207.1283,233.384
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",2,75.735,70.6859999999999
FUR-CH-10004287,SAFCO Arco Folding Chair,2,196.101999999999,193.34
FUR-CH-10004289,Global Super Steno Chair,2,79.6634,67.186
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",2,43.2319,48.712
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",2,213.6958,240.784
FUR-CH-10004540,Global Chrome Stack Chair,2,25.0244,23.996
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,2,76.6764,100.89
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",2,157.0176,174.464
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",2,58.3056,56.686
FUR-CH-10004754,"Global Stack Chair with Arms, Black",2,21.8854,20.986
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",2,107.195799999999,150.98
FUR-CH-10004860,Global Low Back Tilter Chair,2,94.9212,80.784
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,2,51.9614,56.944
FUR-CH-10004886,Bevis Steel Folding Chairs,2,69.084,76.76
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,2,123.954599999999,112.685999999999
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,2,150.384,150.384
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",6,3.42929999999999,4.97
FUR-FU-10000023,Eldon Wave Desk Accessories,6,3.29839999999999,5.89
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,6,5.159,7.69999999999999
FUR-FU-10000076,24-Hour Round Wall Clock,6,11.3885999999999,15.984
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",6,13.4047999999999,18.176
FUR-FU-10000175,DAX Wood Document Frame.,6,9.4737,13.7299999999999
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,6,29.8816,32.48
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",6,1.5423,2.91
FUR-FU-10000221,"Master Caster Door Stop, Brown",6,3.3528,5.08
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",6,21.7615999999999,25.9839999999999
FUR-FU-10000246,Aluminum Document Frame,6,8.554,12.22
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",6,5.1776,3.236
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,6,80.0584,42.136
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,6,98.9726,84.232
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",6,59.6232,56.784
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,6,48.5004,62.18
FUR-FU-10000320,OIC Stacking Trays,6,1.87039999999999,2.67199999999999
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,6,14.3568,19.94
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",6,8.0892,14.98
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,6,15.181,15.9799999999999
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",6,20.2446,23.472
FUR-FU-10000550,Stacking Trays by OIC,6,3.3366,3.984
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,6,155.2816,83.936
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,6,7.9982,13.79
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",6,7.7616,11.76
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",6,5.4848,8.57
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",6,37.6012,16.528
FUR-FU-10000732,Eldon 200 Class Desk Accessories,6,4.27039999999999,6.28
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,6,38.1633999999999,45.98
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,6,4.68,6.24
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,6,16.9472,21.184
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",6,3.6424,6.28
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",6,6.0324,9.14
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,6,13.9317999999999,16.99
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",6,30.6445999999999,51.94
FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",6,2.7702,1.944
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",6,5.214,9.48
FUR-FU-10001057,Tensor Track Tree Floor Lamp,6,15.3923,15.992
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,6,10.071,14.92
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,6,16.4176,21.184
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",6,18.2487,30.93
FUR-FU-10001196,DAX Cubicle Frames - 8x10,6,4.039,2.308
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",6,25.0154,43.13
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,6,28.628,42.1
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",6,14.9631999999999,26.72
FUR-FU-10001424,Dax Clear Box Frame,6,5.7618,8.73
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,6,153.882,136.784
FUR-FU-10001473,DAX Wood Document Frame,6,8.7872,13.73
FUR-FU-10001475,"Contract Clock, 14"", Brown",6,14.5068,8.792
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",6,4.9558,6.97999999999999
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",6,84.784,105.98
FUR-FU-10001546,Dana Swing-Arm Lamps,6,8.01,8.544
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",6,16.6326,29.18
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,6,7.076,12.2
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",6,31.1026,37.93
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",6,6.864,8.32
FUR-FU-10001706,Longer-Life Soft White Bulbs,6,1.6016,3.08
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,6,1.6554,2.136
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",6,13.5184,15.232
FUR-FU-10001847,Eldon Image Series Black Desk Accessories,6,2.6496,4.14
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",6,1.1832,1.392
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",6,9.89399999999999,19.4
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",6,7.6608,8.512
FUR-FU-10001876,"Computer Room Manger, 14""",6,20.7872,32.48
FUR-FU-10001889,Ultra Door Pull Handle,6,7.0484,10.52
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,6,2.8853,3.784
FUR-FU-10001934,Magnifier Swing Arm Lamp,6,15.5252,20.98
FUR-FU-10001935,3M Hangers With Command Adhesive,6,2.183,2.96
FUR-FU-10001940,Staple-based wall hangings,6,4.4576,6.368
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,6,14.9925,15.992
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,6,29.4983999999999,40.97
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",6,35.686,20.392
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",6,12.4488,8.892
FUR-FU-10002045,"Executive Impressions 14""",6,12.4488,22.23
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,6,5.2084,8.98
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,6,1.2488,1.784
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",6,4.51359999999999,7.27999999999999
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",6,65.7603,70.71
FUR-FU-10002157,Artistic Insta-Plaque,6,9.5648,15.68
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,6,3.6296,6.98
FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,6,2.364,1.576
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",6,26.1933999999999,34.352
FUR-FU-10002268,Ultra Door Push Plate,6,3.2897,3.928
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",6,93.2232,88.7839999999999
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",6,5.2398,2.952
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,6,36.4936,41.47
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",6,7.2964,10.064
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",6,5.688,9.48
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",6,4.14959999999999,5.824
FUR-FU-10002501,Nu-Dell Executive Frame,6,7.9632,12.64
FUR-FU-10002505,Eldon 100 Class Desk Accessories,6,2.2916,1.34799999999999
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",6,11.4311999999999,12.99
FUR-FU-10002508,Document Clip Frames,6,4.8372,8.34
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",6,26.7545,14.66
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",6,18.4722999999999,23.99
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",6,2.86519999999999,4.93999999999999
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,6,6.968,13.4
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",6,11.594,18.7
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",6,56.716,64.45
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,6,12.7871999999999,7.992
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",6,12.9536,16.192
FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,6,27.1252,31.912
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",6,17.9424,22.784
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,6,2.9884,4.82
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,6,80.9722,72.784
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6,49.615,99.23
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",6,3.6424,5.024
FUR-FU-10002963,"Master Caster Door Stop, Gray",6,3.3528,2.032
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",6,2.9524,3.872
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",6,28.4657999999999,34.504
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",6,23.786,33.98
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",6,4.3263,6.072
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",6,3.6432,4.224
FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,6,65.7416,71.072
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",6,6.755,3.86
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,6,19.5114,20.98
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,6,31.984,31.984
FUR-FU-10003274,Regeneration Desk Collection,6,0.9856,1.76
FUR-FU-10003347,Coloredge Poster Frame,6,8.66199999999999,14.2
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,6,35.5248,39.472
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",6,58.0668,69.96
FUR-FU-10003424,Nu-Dell Oak Frame,6,7.2624,8.544
FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",6,13.7903999999999,16.224
FUR-FU-10003489,Contemporary Borderless Frame,6,5.4243,8.61
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,6,16.1777999999999,21.936
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",6,41.262,27.508
FUR-FU-10003577,Nu-Dell Leatherette Frames,6,9.1776,14.34
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",6,75.6286,73.784
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",6,19.4832,21.648
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",6,67.7766,38.184
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",6,6.91599999999999,12.35
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",6,47.9135,48.52
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,6,6.19379999999999,6.696
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",6,7.1856,9.98
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,6,70.7728,79.52
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",6,13.0548,15.824
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",6,12.2682,17.78
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",6,136.224,151.359999999999
FUR-FU-10003829,Stackable Trays,6,2.0944,2.464
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",6,6.7536,9.38
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",6,12.3464,20.24
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",6,10.0848,12.224
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,6,29.4408,16.356
FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,6,45.6402,31.476
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,6,38.979,43.31
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",6,8.3028,12.58
FUR-FU-10003981,Eldon Wave Desk Accessories,6,1.2064,1.664
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",6,35.3994999999999,34.12
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",6,86.024,86.024
FUR-FU-10004018,Tensor Computer Mounted Lamp,6,10.8697,14.89
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,6,3.1179,4.376
FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,6,11.5368,20.24
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,6,89.4486,104.01
FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",6,14.8941,22.23
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",6,27.6946,37.552
FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,6,23.961,34.23
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",6,2.772,4.95
FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,6,75.702,102.3
FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",6,12.5736,20.28
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",6,2.6752,1.672
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,6,143.782,155.44
FUR-FU-10004351,Staple-based wall hangings,6,5.4544,3.896
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",6,3.0912,3.584
FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",6,25.1455999999999,31.432
