Retail Order Id,Order Id,Order Date,Ship Date,Ship Mode Id,Customer Id,Postal Code,Retail Sales People Id,Product Id,Returned,Ship Status,Sales,Quantity,Profit,Cost,Days
116,CA-2014-115259,2014-08-25,2014-08-27,1,RC-19960,43229,4,OFF-PA-10004965,Not,On-Time,23.976,3,7.4925,16.4835,2
117,CA-2014-115259,2014-08-25,2014-08-27,1,RC-19960,43229,4,OFF-EN-10002504,Not,On-Time,130.464,6,44.0316,86.4324,2
118,CA-2015-110457,2015-02-03,2015-06-03,2,DK-13090,98103,2,FUR-TA-10001768,Not,Late,787.53,3,165.3813,622.1487,120
119,US-2015-136476,2015-05-04,2015-10-04,2,GG-14650,37620,1,OFF-BI-10003650,Not,Late,157.794,1,-115.7156,273.5096,153
120,CA-2016-103730,2016-12-06,2016-12-06,3,SC-20725,19805,4,FUR-FU-10002157,Not,On-Time,47.04,3,18.3456,28.6944,0
121,CA-2016-103730,2016-12-06,2016-12-06,3,SC-20725,19805,4,OFF-BI-10003910,Not,On-Time,30.84,4,13.878,16.962,0
122,CA-2016-103730,2016-12-06,2016-12-06,3,SC-20725,19805,4,OFF-ST-10000777,Not,On-Time,226.56,6,63.4368,163.1232,0
123,CA-2016-103730,2016-12-06,2016-12-06,3,SC-20725,19805,4,OFF-EN-10002500,Not,On-Time,115.02,9,51.759,63.261,0
124,CA-2016-103730,2016-12-06,2016-12-06,3,SC-20725,19805,4,TEC-PH-10003875,Not,On-Time,68.04,7,19.7316,48.3084,0
125,US-2014-152030,2014-12-26,2014-12-28,1,AD-10180,77041,3,FUR-CH-10004063,Not,On-Time,600.558,3,-8.5794,609.1374,2
126,US-2014-134614,2014-09-20,2014-09-25,2,PF-19165,61701,3,FUR-TA-10004534,Not,On-Time,617.7,6,-407.682,1025.382,5
127,US-2017-107272,2017-05-11,2017-12-11,2,TS-21610,85023,2,OFF-BI-10003274,Not,Late,2.388,2,-1.8308,4.2188,214
128,US-2017-107272,2017-05-11,2017-12-11,2,TS-21610,85023,2,OFF-ST-10002974,Not,Late,243.992,7,30.499,213.493,214
129,US-2016-125969,2016-06-11,2016-10-11,1,LS-16975,90004,2,FUR-CH-10001146,Not,Late,81.424,2,-9.1602,90.5842,122
130,US-2016-125969,2016-06-11,2016-10-11,1,LS-16975,90004,2,FUR-FU-10003773,Not,Late,238.56,3,26.2416,212.3184,122
131,US-2017-164147,2017-02-02,2017-05-02,3,DW-13585,43229,4,TEC-PH-10002293,Not,Late,59.97,5,-11.994,71.964,89
132,US-2017-164147,2017-02-02,2017-05-02,3,DW-13585,43229,4,OFF-PA-10002377,Not,Late,78.304,2,29.364,48.94,89
133,US-2017-164147,2017-02-02,2017-05-02,3,DW-13585,43229,4,OFF-FA-10002780,Not,Late,21.456,9,6.9732,14.4828,89
134,CA-2016-145583,2016-10-13,2016-10-19,2,LC-16885,95661,2,OFF-PA-10001804,Yes,Late,20.04,3,9.6192,10.4208,6
135,CA-2016-145583,2016-10-13,2016-10-19,2,LC-16885,95661,2,OFF-PA-10001736,Yes,Late,35.44,1,16.6568,18.7832,6
136,CA-2016-145583,2016-10-13,2016-10-19,2,LC-16885,95661,2,OFF-AR-10001149,Yes,Late,11.52,4,3.456,8.064,6
137,CA-2016-145583,2016-10-13,2016-10-19,2,LC-16885,95661,2,OFF-FA-10002988,Yes,Late,4.02,2,1.9698,2.0502,6
138,CA-2016-145583,2016-10-13,2016-10-19,2,LC-16885,95661,2,OFF-BI-10004781,Yes,Late,76.176,3,26.6616,49.5144,6
139,CA-2016-145583,2016-10-13,2016-10-19,2,LC-16885,95661,2,OFF-SU-10001218,Yes,Late,65.88,6,18.4464,47.4336,6
140,CA-2016-145583,2016-10-13,2016-10-19,2,LC-16885,95661,2,FUR-FU-10001706,Yes,Late,43.12,14,20.6976,22.4224,6
141,CA-2016-110366,2016-05-09,2016-07-09,1,JD-15895,19140,4,FUR-FU-10004848,Not,Late,82.8,2,10.35,72.45,61
142,CA-2017-106180,2017-09-18,2017-09-23,2,SH-19975,94122,2,OFF-AR-10000940,Not,On-Time,8.82,3,2.3814,6.4386,5
143,CA-2017-106180,2017-09-18,2017-09-23,2,SH-19975,94122,2,OFF-EN-10004030,Not,On-Time,10.86,3,5.1042,5.7558,5
144,CA-2017-106180,2017-09-18,2017-09-23,2,SH-19975,94122,2,OFF-PA-10004327,Not,On-Time,143.7,3,68.976,74.724,5
145,CA-2017-155376,2017-12-22,2017-12-27,2,SG-20080,64055,3,OFF-AP-10001058,Not,On-Time,839.43,3,218.2518,621.1782,5
146,CA-2015-110744,2015-07-09,2015-12-09,2,HA-14920,91104,2,OFF-ST-10003656,Not,Late,671.93,7,20.1579,651.7721,153
147,CA-2014-110072,2014-10-22,2014-10-28,2,MG-17680,43055,4,FUR-FU-10000521,Not,Late,93.888,4,12.9096,80.9784,6
148,CA-2016-114489,2016-05-12,2016-09-12,2,JE-16165,53132,3,TEC-PH-10000215,Not,Late,384.45,11,103.8015,280.6485,123
149,CA-2016-114489,2016-05-12,2016-09-12,2,JE-16165,53132,3,TEC-PH-10001448,Not,Late,149.97,3,5.9988,143.9712,123
150,CA-2016-114489,2016-05-12,2016-09-12,2,JE-16165,53132,3,FUR-CH-10000454,Not,Late,1951.84,8,585.552,1366.288,123
151,CA-2016-114489,2016-05-12,2016-09-12,2,JE-16165,53132,3,OFF-BI-10002735,Not,Late,171.55,5,80.6285,90.9215,123
152,CA-2016-158834,2016-03-13,2016-03-16,3,TW-21025,85254,2,OFF-AP-10000326,Not,Late,157.92,5,17.766,140.154,3
153,CA-2016-158834,2016-03-13,2016-03-16,3,TW-21025,85254,2,TEC-PH-10001254,Not,Late,203.184,2,15.2388,187.9452,3
154,CA-2015-124919,2015-05-31,2015-05-31,3,SP-20650,95123,2,OFF-PA-10001950,Not,On-Time,58.38,7,26.271,32.109,0
155,CA-2015-124919,2015-05-31,2015-05-31,3,SP-20650,95123,2,OFF-PA-10002254,Not,On-Time,105.52,4,48.5392,56.9808,0
156,CA-2015-124919,2015-05-31,2015-05-31,3,SP-20650,95123,2,OFF-ST-10001590,Not,On-Time,80.88,6,21.0288,59.8512,0
157,CA-2015-118948,2015-05-28,2015-05-28,2,NK-18490,98105,2,OFF-AR-10001547,Not,On-Time,6.63,3,1.7901,4.8399,0
158,CA-2014-104269,2014-01-03,2014-06-03,1,DB-13060,98115,2,FUR-CH-10004063,Not,Late,457.568,2,51.4764,406.0916,151
159,CA-2016-114104,2016-11-20,2016-11-24,2,NP-18670,73034,3,OFF-LA-10002475,Not,On-Time,14.62,2,6.8714,7.7486,4
160,CA-2016-114104,2016-11-20,2016-11-24,2,NP-18670,73034,3,TEC-PH-10004536,Not,On-Time,944.93,7,236.2325,708.6975,4
161,CA-2016-162733,2016-11-05,2016-12-05,3,TT-21070,90045,2,OFF-PA-10002751,Not,Late,5.98,1,2.691,3.289,30
162,CA-2015-119697,2015-12-28,2015-12-31,1,EM-13960,19134,4,TEC-AC-10003657,Not,On-Time,54.384,2,1.3596,53.0244,3
163,CA-2016-154508,2016-11-16,2016-11-20,2,RD-19900,88220,2,OFF-EN-10001990,Not,On-Time,28.4,5,13.348,15.052,4
164,CA-2016-113817,2016-07-11,2016-11-11,2,MJ-17740,98115,2,OFF-BI-10004002,Not,Late,27.68,2,9.688,17.992,123
165,CA-2014-139892,2014-08-09,2014-12-09,2,BM-11140,78207,3,OFF-AR-10004441,Not,Late,9.936,3,2.7324,7.2036,122
166,CA-2014-139892,2014-08-09,2014-12-09,2,BM-11140,78207,3,TEC-MA-10000822,Not,Late,8159.952,8,-1359.992,9519.944,122
167,CA-2014-139892,2014-08-09,2014-12-09,2,BM-11140,78207,3,OFF-ST-10000991,Not,Late,275.928,3,-58.6347,334.5627,122
168,CA-2014-139892,2014-08-09,2014-12-09,2,BM-11140,78207,3,FUR-CH-10004287,Not,Late,1740.06,9,-24.858,1764.918,122
169,CA-2014-139892,2014-08-09,2014-12-09,2,BM-11140,78207,3,OFF-AR-10002656,Not,Late,32.064,6,6.8136,25.2504,122
170,CA-2014-139892,2014-08-09,2014-12-09,2,BM-11140,78207,3,OFF-AP-10002518,Not,Late,177.98,5,-453.849,631.829,122
171,CA-2014-139892,2014-08-09,2014-12-09,2,BM-11140,78207,3,TEC-PH-10003931,Not,Late,143.976,3,8.9985,134.9775,122
172,CA-2014-118962,2014-05-08,2014-09-08,2,CS-12130,90004,2,OFF-PA-10000659,Not,Late,20.94,3,9.8418,11.0982,123
173,CA-2014-118962,2014-05-08,2014-09-08,2,CS-12130,90004,2,OFF-PA-10001144,Not,Late,110.96,2,53.2608,57.6992,123
174,CA-2014-118962,2014-05-08,2014-09-08,2,CS-12130,90004,2,FUR-CH-10003817,Not,Late,340.144,7,21.259,318.885,123
175,US-2014-100853,2014-09-14,2014-09-19,2,JB-15400,60623,3,OFF-AP-10000891,Not,On-Time,52.448,2,-131.12,183.568,5
176,US-2014-100853,2014-09-14,2014-09-19,2,JB-15400,60623,3,OFF-LA-10003148,Not,On-Time,20.16,4,6.552,13.608,5
177,US-2017-152366,2017-04-21,2017-04-25,1,SJ-20500,77036,3,OFF-AP-10002684,Not,Late,97.264,4,-243.16,340.424,4
178,US-2015-101511,2015-11-21,2015-11-23,1,JE-15745,43055,4,FUR-CH-10004698,Not,On-Time,396.802,7,-11.3372,408.1392,2
179,US-2015-101511,2015-11-21,2015-11-23,1,JE-15745,43055,4,OFF-SU-10002189,Not,On-Time,15.88,5,-3.7715,19.6515,2
180,CA-2015-137225,2015-12-15,2015-12-19,2,JK-15640,10009,4,OFF-AR-10001940,Not,On-Time,3.28,1,1.4104,1.8696,4
181,CA-2014-166191,2014-05-12,2014-09-12,1,DK-13150,62521,3,OFF-ST-10003455,Not,Late,24.816,2,1.8612,22.9548,123
182,CA-2014-166191,2014-05-12,2014-09-12,1,DK-13150,62521,3,TEC-AC-10004659,Not,Late,408.744,7,76.6395,332.1045,123
183,CA-2014-158274,2014-11-19,2014-11-24,1,RM-19675,71203,1,TEC-PH-10003273,Not,Late,503.96,4,131.0296,372.9304,5
184,CA-2014-158274,2014-11-19,2014-11-24,1,RM-19675,71203,1,TEC-PH-10004896,Not,Late,149.95,5,41.986,107.964,5
185,CA-2014-158274,2014-11-19,2014-11-24,1,RM-19675,71203,1,TEC-AC-10002345,Not,Late,29.0,2,7.25,21.75,5
186,CA-2016-105018,2016-11-28,2016-11-28,2,SK-19990,6824,4,OFF-BI-10001890,Not,On-Time,7.16,2,3.4368,3.7232,0
187,CA-2014-123260,2014-08-26,2014-08-30,2,FM-14290,90032,2,TEC-AC-10002323,Not,On-Time,176.8,8,22.984,153.816,4
